Status,Mogibacteriaceae.,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Varibaculum,Aeromonadaceae.,Alcaligenaceae.Sutterella,Bacillaceae.Bacillus,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Comamonadaceae.,Coriobacteriaceae.,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Pantoea,Enterobacteriaceae.Proteus,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Methylobacteriaceae.Methylobacterium,Micrococcaceae.Rothia,Moraxellaceae.Acinetobacter,Nocardiaceae.Rhodococcus,Oxalobacteraceae.,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptococcaceae.,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Peptostreptococcaceae.Peptostreptococcus,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.,Xanthomonadaceae.Stenotrophomonas
Cesarean,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.4879975303192644,1.8427719120376845e-5,0.0027221488496676407,1.8427719120376845e-5,1.8427719120376845e-5,1.0469803267952465e-4,1.8427719120376845e-5,0.007224164254887201,0.0900403081043912,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,2.093960653590493e-4,0.08511950056845353,2.093960653590493e-4,1.8427719120376845e-5,5.234901633976233e-4,1.8427719120376845e-5,0.0015704704901928698,1.8427719120376845e-5,1.8427719120376845e-5,1.0469803267952465e-4,1.8427719120376845e-5,1.8427719120376845e-5,0.004083223274501462,0.011412085562068188,4.187921307180986e-4,1.8427719120376845e-5,3.140940980385739e-4,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.06616915665345957,0.10564031497364038,1.8427719120376845e-5,0.006491278026130529,1.8427719120376845e-5,0.0013610744248338203,0.01015570916991389,1.8427719120376845e-5,0.003978525241821937,1.8427719120376845e-5,1.0469803267952465e-4,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,6.281881960771478e-4,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,4.187921307180986e-4,1.8427719120376845e-5,1.8427719120376845e-5,0.005130203601296708,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.0469803267952465e-4,1.8427719120376845e-5,1.8427719120376845e-5,1.0469803267952465e-4,1.8427719120376845e-5,0.017589269490160143,6.281881960771478e-4,1.0469803267952465e-4,0.0148671206404925,5.234901633976233e-4,1.0469803267952465e-4,1.8427719120376845e-5,0.0017798665555519189,0.0011516783594747713,1.8427719120376845e-5,0.04962686749009469,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.02010202227446873,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5
Cesarean,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,4.828012527855112e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,2.414006263927556e-4,2.8968075167130675e-4,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,4.828012527855112e-5,1.8427719120376845e-5,2.414006263927556e-4,1.8427719120376845e-5,1.8427719120376845e-5,9.656025055710224e-5,1.8427719120376845e-5,0.12176247595250593,0.24830468430758842,1.8427719120376845e-5,0.01897408923447059,1.8427719120376845e-5,1.8427719120376845e-5,9.656025055710224e-5,1.8427719120376845e-5,0.0013035633825208802,1.8427719120376845e-5,1.8427719120376845e-5,4.828012527855112e-5,0.24492507553808984,1.8427719120376845e-5,1.8427719120376845e-5,0.0029933677672701695,1.8427719120376845e-5,0.12065203307109926,1.8427719120376845e-5,1.8427719120376845e-5,6.276416286211646e-4,1.4484037583565337e-4,4.828012527855112e-5,0.013132194075765906,9.656025055710224e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.01979485136420596,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.09993985932660082,4.828012527855112e-5,1.8427719120376845e-5,1.8427719120376845e-5,9.656025055710224e-5,1.8427719120376845e-5,0.038237859220612486,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,2.414006263927556e-4,1.8427719120376845e-5,9.656025055710224e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,4.3452112750696006e-4,1.8427719120376845e-5,0.018925809109192043,1.8427719120376845e-5,0.0018829248858634937,4.828012527855112e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.0014001236330779827,1.8427719120376845e-5,1.8427719120376845e-5,4.828012527855112e-5,1.8427719120376845e-5,4.828012527855112e-5,1.8427719120376845e-5,1.8427719120376845e-5,9.173223802924714e-4,1.8427719120376845e-5,1.8427719120376845e-5,4.828012527855112e-5,1.8427719120376845e-5,1.8427719120376845e-5,0.04253479037040354,1.8427719120376845e-5,1.8427719120376845e-5,1.8427719120376845e-5
Cesarean,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,7.58591692311365e-5,0.5473997651718809,1.842805950456393e-5,0.008344508615425015,1.842805950456393e-5,1.842805950456393e-5,7.58591692311365e-5,1.842805950456393e-5,0.0015930425538538667,0.001668901723085003,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,7.58591692311365e-5,1.842805950456393e-5,9.103100307736381e-4,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.040736373877120306,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,3.792958461556825e-4,1.842805950456393e-5,3.792958461556825e-4,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.0037929584615568257,1.842805950456393e-5,9.103100307736381e-4,1.842805950456393e-5,3.792958461556825e-4,1.842805950456393e-5,7.58591692311365e-5,7.58591692311365e-5,0.1525527893238155,0.006220451876953193,1.842805950456393e-5,0.03269530193861983,7.58591692311365e-5,1.51718338462273e-4,1.51718338462273e-4,1.842805950456393e-5,1.842805950456393e-5,7.58591692311365e-5,0.002655070923089778,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,9.103100307736381e-4,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,7.58591692311365e-4,1.842805950456393e-5,1.842805950456393e-5,9.103100307736381e-4,1.842805950456393e-5,1.842805950456393e-5,4.5515501538681905e-4,7.58591692311365e-5,1.842805950456393e-5,2.2757750769340952e-4,1.842805950456393e-5,1.842805950456393e-5,0.0011378875384670476,6.827325230802287e-4,1.842805950456393e-5,1.842805950456393e-5,0.00326194427693887,1.842805950456393e-5,7.58591692311365e-5,1.842805950456393e-5,6.06873353849092e-4,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.15520786024690528,0.022226736584722996,0.01084786120005252,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5
Vaginal,1.8430782578060603e-5,1.8430782578060603e-5,1.3757285372113762e-4,6.878642686056881e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,6.878642686056881e-5,6.878642686056881e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.0601881235029977,1.8430782578060603e-5,0.3907756909948914,0.0010317964029085322,0.14108096149102664,6.878642686056881e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,4.815049880239817e-4,0.01217519755432068,1.8430782578060603e-5,1.8430782578060603e-5,2.0635928058170642e-4,2.7514570744227525e-4,6.878642686056881e-5,0.020567141631310074,1.3757285372113762e-4,6.878642686056881e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.004127185611634129,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.3757285372113762e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,6.878642686056881e-5,1.8430782578060603e-5,6.878642686056881e-5,6.878642686056881e-5,0.004883836307100386,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.021255005899915764,0.06823613544568427,1.8430782578060603e-5,0.02077350091189178,1.8430782578060603e-5,2.0635928058170642e-4,0.025932482926434443,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,4.815049880239817e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,6.878642686056881e-5,1.8430782578060603e-5,1.3757285372113762e-4,1.8430782578060603e-5,1.8430782578060603e-5,0.002476311366980477,1.8430782578060603e-5,3.439321343028441e-4,0.009698886187340203,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.014582722494440587,6.878642686056881e-5,1.3757285372113762e-4,1.8430782578060603e-5,0.011349760431993854,0.006259564844311762,1.8430782578060603e-5,0.007979225515825982,0.07133152465440985,6.878642686056881e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.002957816355004459,1.8430782578060603e-5,1.8430782578060603e-5,0.015201800336185707,1.8430782578060603e-5,1.8430782578060603e-5,0.03404928129598156,0.048563217363561575,1.8430782578060603e-5,1.8430782578060603e-5
Vaginal,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.003564995845398114,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.37670122766373404,1.842601719944142e-5,0.21477999661163946,1.842601719944142e-5,3.9611064948867934e-4,1.842601719944142e-5,1.842601719944142e-5,3.080860607134172e-4,1.320368831628931e-4,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.0017164794811176103,1.842601719944142e-5,1.842601719944142e-5,0.0010122827709155137,1.842601719944142e-5,8.802458877526206e-5,1.842601719944142e-5,0.002244627013769183,1.842601719944142e-5,1.842601719944142e-5,8.802458877526206e-5,1.842601719944142e-5,0.006733881041307549,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.010298876886705662,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.003741045022948638,0.14119144039552034,1.842601719944142e-5,1.7604917755052412e-4,1.842601719944142e-5,8.802458877526206e-5,1.320368831628931e-4,1.842601719944142e-5,1.842601719944142e-5,4.401229438763103e-5,1.7604917755052412e-4,0.010562950653031448,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,4.401229438763103e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,0.1303204036817755,1.842601719944142e-5,1.842601719944142e-5,1.842601719944142e-5,8.802458877526206e-5,1.842601719944142e-5,1.842601719944142e-5,4.401229438763103e-5,1.842601719944142e-5,7.482090045897276e-4,1.842601719944142e-5,1.7604917755052412e-4,1.842601719944142e-5,8.802458877526206e-5,1.842601719944142e-5,4.401229438763103e-5,4.401229438763103e-5,1.842601719944142e-5,1.842601719944142e-5,0.002640737663257862,0.09031322808341888,1.842601719944142e-5,1.842601719944142e-5
Vaginal,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,9.065584590505618e-4,1.8427378736189757e-5,7.365787479785814e-4,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,0.027706692904732797,0.3136692268314944,5.665990369066011e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,2.2663961476264045e-4,0.42744231344233996,1.8427378736189757e-5,1.8427378736189757e-5,5.665990369066011e-5,5.665990369066011e-5,1.6997971107198033e-4,5.665990369066011e-5,1.8427378736189757e-5,1.6997971107198033e-4,1.1331980738132022e-4,1.8427378736189757e-5,0.0052127111395407315,5.665990369066011e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,5.665990369066011e-5,1.1331980738132022e-4,1.1331980738132022e-4,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,5.665990369066011e-5,5.665990369066011e-5,7.365787479785814e-4,4.532792295252809e-4,1.8427378736189757e-5,6.799188442879213e-4,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,0.0036828937398929074,1.8427378736189757e-5,6.799188442879213e-4,0.01920770735113378,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,1.1331980738132022e-4,1.8427378736189757e-5,1.6997971107198033e-4,5.665990369066011e-5,1.8427378736189757e-5,5.665990369066011e-5,1.8427378736189757e-5,1.1331980738132022e-4,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5,4.532792295252809e-4,1.8427378736189757e-5,0.051560512358500704,1.8427378736189757e-5,1.8427378736189757e-5,5.665990369066011e-5,5.665990369066011e-5,1.8427378736189757e-5,0.14368951575951405,1.8427378736189757e-5,1.8427378736189757e-5,1.8427378736189757e-5
Vaginal,1.842805950456393e-5,1.842805950456393e-5,0.002482200997182838,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,2.4822009971828377e-4,1.842805950456393e-5,0.15637866282251878,1.842805950456393e-5,0.2325822334360319,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.05162978074140303,0.035743694359432865,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.002233980897464554,1.842805950456393e-5,0.005957282393238811,1.842805950456393e-5,1.842805950456393e-5,0.06006926413182467,1.842805950456393e-5,1.842805950456393e-5,0.002233980897464554,0.005957282393238811,0.025814890370701515,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.00198576079774627,0.013900325584223893,0.013652105484505607,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.0017375406980279866,1.842805950456393e-5,0.03897055565577055,0.07347314951661199,1.842805950456393e-5,0.02879353156732092,1.842805950456393e-5,0.02035404817689927,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.02233980897464554,0.029289971766757485,0.0037233014957742568,1.842805950456393e-5,0.006205502492957095,1.842805950456393e-5,0.0034750813960559733,1.842805950456393e-5,0.00719838289183023,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.020850488376335838,0.004716181894647392,0.001241100498591419,0.00397152159549254,0.006205502492957095,1.842805950456393e-5,1.842805950456393e-5,0.018368287379152998,1.842805950456393e-5,1.842805950456393e-5,1.842805950456393e-5,0.03127573256450376,1.842805950456393e-5,0.016134306481688447,1.842805950456393e-5,0.011914564786477622,1.842805950456393e-5,1.842805950456393e-5,2.4822009971828377e-4,0.01116990448732277,1.842805950456393e-5,0.02631133057013808,1.842805950456393e-5
Vaginal,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,3.9887255442282445e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,3.9887255442282445e-5,1.843282488318311e-5,0.013122907040510924,1.843282488318311e-5,0.37725366197310733,1.843282488318311e-5,0.07295379020393458,1.843282488318311e-5,3.9887255442282445e-5,1.843282488318311e-5,1.843282488318311e-5,0.013521779594933747,0.0030314314136134658,7.977451088456489e-5,3.1909804353825956e-4,1.843282488318311e-5,4.7864706530738934e-4,1.843282488318311e-5,0.0018348137503449923,1.994362772114122e-4,1.843282488318311e-5,0.0029516569027289007,1.843282488318311e-5,0.002512897092863794,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,2.3932353265369467e-4,1.843282488318311e-5,1.843282488318311e-5,3.9887255442282445e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.02070148557454459,1.1966176632684733e-4,1.843282488318311e-5,1.994362772114122e-4,1.843282488318311e-5,3.9887255442282445e-5,1.5954902176912978e-4,0.031989578864710516,0.01156730407826191,6.780833425188016e-4,0.011288093290165932,7.977451088456489e-5,0.008894857963628986,9.174068751724962e-4,1.843282488318311e-5,1.843282488318311e-5,0.05033771636816044,0.030314314136134658,3.9887255442282445e-5,1.843282488318311e-5,7.977451088456489e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,7.977451088456489e-5,1.843282488318311e-5,0.002153911793883252,1.843282488318311e-5,0.004666808886747046,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.05508429976579205,1.843282488318311e-5,3.9887255442282445e-5,4.387598098651068e-4,0.012484710953434404,0.011128544268396802,3.988725544228244e-4,0.16218158062832042,0.026086265059252718,0.05787640764675183,1.843282488318311e-5,1.843282488318311e-5,1.5954902176912978e-4,0.004467372609535634,7.977451088456488e-4,1.843282488318311e-5,0.004068500055112809,1.843282488318311e-5,1.843282488318311e-5,1.5954902176912978e-4,1.843282488318311e-5,3.9887255442282445e-5,7.17970597961084e-4
Vaginal,1.8435547956679785e-5,1.843554795667979e-5,1.8435547956679785e-5,1.843554795667979e-5,1.8435547956679785e-5,3.687109591335958e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,0.021975173164362306,1.8435547956679785e-5,0.2687349825645213,9.217773978339894e-5,0.13712360570178425,5.530664387003936e-5,1.843554795667979e-5,5.530664387003936e-5,1.8435547956679785e-5,0.001991039179321417,2.58097671393517e-4,1.843554795667979e-5,1.8435547956679785e-5,1.8435547956679785e-5,5.530664387003936e-5,5.530664387003936e-5,1.8435547956679785e-5,7.927285621372308e-4,1.6591993161011806e-4,1.843554795667979e-5,5.530664387003936e-5,0.0756963599101272,9.217773978339894e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,3.687109591335958e-5,1.843554795667979e-5,1.8435547956679785e-5,3.687109591335958e-5,1.290488356967585e-4,1.8435547956679785e-5,1.843554795667979e-5,0.008443480964159342,0.0012720528090109052,9.217773978339894e-5,0.023025999397893054,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,0.07676562169161463,0.018269628025069668,1.8435547956679785e-5,0.0036871095913359572,1.8435547956679785e-5,0.0044060959616464695,2.396621234368372e-4,1.8435547956679785e-5,1.8435547956679785e-5,0.017937788161849433,0.003779287331119356,3.502754111769159e-4,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,5.530664387003936e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.8435547956679785e-5,3.687109591335958e-5,1.8435547956679785e-5,7.374219182671915e-5,1.8435547956679785e-5,1.8435547956679785e-5,1.843554795667979e-5,1.843554795667979e-5,0.08723701293100874,1.6591993161011806e-4,3.502754111769159e-4,5.530664387003936e-5,7.374219182671915e-5,0.013236723432896088,1.8435547956679785e-5,0.08351303224375943,0.01574395795500454,0.0366683048858361,3.687109591335958e-5,7.374219182671915e-5,1.8435547956679785e-5,0.0013642305487943042,1.8435547956679785e-5,1.8435547956679785e-5,1.6591993161011806e-4,7.374219182671915e-5,0.00435078931777643,0.0015485860283611021,0.08854593683593301,1.8435547956679785e-5,1.8435547956679785e-5
Cesarean,1.843214411480894e-5,1.843214411480894e-5,5.989562801623947e-5,1.796868840487184e-4,1.1979125603247894e-4,1.843214411480894e-5,1.843214411480894e-5,2.3958251206495788e-4,0.08361429671067029,0.0018567644685034237,1.843214411480894e-5,5.989562801623947e-5,1.796868840487184e-4,5.390606521461552e-4,5.989562801623947e-5,0.0011380169323085497,1.1979125603247894e-4,1.843214411480894e-5,4.1926939611367626e-4,1.843214411480894e-5,4.7916502412991577e-4,0.020544200409570137,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,5.989562801623947e-5,1.843214411480894e-5,1.843214411480894e-5,1.1979125603247894e-4,1.843214411480894e-5,1.843214411480894e-5,0.09493457040573958,5.989562801623947e-5,1.843214411480894e-5,0.008085909782192329,3.593737680974368e-4,0.21023365433700053,1.843214411480894e-5,1.843214411480894e-5,0.001018225676276071,1.843214411480894e-5,1.1979125603247894e-4,0.0770856732569002,0.20735866419222104,1.843214411480894e-5,0.004252589589153002,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,4.1926939611367626e-4,0.0018567644685034237,1.1979125603247894e-4,1.843214411480894e-5,0.20765814233230223,1.843214411480894e-5,5.989562801623947e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,5.989562801623947e-5,0.013236933791588922,0.008205701038224806,1.843214411480894e-5,0.00988277862267951,1.796868840487184e-4,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,7.786431642111131e-4,1.843214411480894e-5,5.989562801623947e-5,1.843214411480894e-5,1.1979125603247894e-4,1.1979125603247894e-4,1.843214411480894e-5,1.796868840487184e-4,1.843214411480894e-5,5.989562801623947e-5,8.385387922273525e-4,5.989562801623947e-5,4.1926939611367626e-4,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,5.989562801623946e-4,1.843214411480894e-5,0.0014374950723897472,1.843214411480894e-5,0.03929153197865309,1.843214411480894e-5,1.843214411480894e-5,1.1979125603247894e-4,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5,1.843214411480894e-5
Cesarean,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,5.003919502781809e-5,1.8427038352002673e-5,5.003919502781809e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.7128583723662965,1.8427038352002673e-5,1.5011758508345425e-4,5.003919502781809e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.0014511366558067245,0.01601254240890179,1.8427038352002673e-5,1.8427038352002673e-5,6.00470340333817e-4,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,8.006271204450895e-4,4.5035275525036285e-4,1.8427038352002673e-5,1.8427038352002673e-5,0.004353409967420174,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.009607525445341072,0.0017013326309458152,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.052140841218986454,0.01671309113929124,1.8427038352002673e-5,0.10718395574958635,1.0007839005563619e-4,1.8427038352002673e-5,0.012910112317177069,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.0007839005563619e-4,1.8427038352002673e-5,6.00470340333817e-4,1.8427038352002673e-5,0.001651293435917997,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.0013510582657510883,1.8427038352002673e-5,8.006271204450895e-4,0.005454272258032172,1.8427038352002673e-5,1.8427038352002673e-5,5.003919502781809e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.001100862290611998,0.0011509014856398159,5.003919502781809e-5,0.004903841112726173,0.003702900432058539,1.8427038352002673e-5,0.008756859129868165,0.01020799578567489,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.0030523908966969037,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,1.8427038352002673e-5,0.015261954483484517,1.8427038352002673e-5,0.0034026652618916304
