Sample ID,Taxon,Kingdom/SuperKingdom,Phylum,Class,Order,Family,Genus,Species,Relative Abundance,Absolute Abundance
MBSMPL0020-16-20,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.011439,486
MBSMPL0020-16-20,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000683,29
MBSMPL0020-16-20,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.021583,917
MBSMPL0020-16-20,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.005978,254
MBSMPL0020-16-20,28256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,null,null,0.01278,543
MBSMPL0020-16-20,29465,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,null,0.000188,8
MBSMPL0020-16-20,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.020429,868
MBSMPL0020-16-20,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.00459,195
MBSMPL0020-16-20,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.011439,486
MBSMPL0020-16-20,83618,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,null,0.021394,909
MBSMPL0020-16-20,94008,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus,null,0.001671,71
MBSMPL0020-16-20,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.015816,672
MBSMPL0020-16-20,165779,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerococcus,null,null,0.004495,191
MBSMPL0020-16-20,180541,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null,0.004707,200
MBSMPL0020-16-20,186821,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,null,null,0.000047,2
MBSMPL0020-16-20,215579,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,null,0.002989,127
MBSMPL0020-16-20,352450,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,null,0.005154,219
MBSMPL0020-16-20,378210,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,null,0.013039,554
MBSMPL0020-16-20,501783,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,null,0.003577,152
MBSMPL0020-16-20,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.04373,1858
MBSMPL0020-16-20,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.01857,789
MBSMPL0020-16-20,1686313,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fenollaria,null,null,0.017887,760
MBSMPL0020-16-20,1742990,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,null,0.017581,747
MBSMPL0020-16-20,1903410,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,null,null,0.000047,2
MBSMPL0020-16-20,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.005272,224
MBSMPL0020-16-20,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.428709,18215
MBSMPL0020-16-20,null,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,null,0.0016,68
MBSMPL0020-16-20,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.012192,518
MBSMPL0020-16-20,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.003295,140
MBSMPL0020-16-20,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,null,0.001365,58
MBSMPL0020-16-20,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.000824,35
MBSMPL0020-16-21,237,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,null,0.01329,200
MBSMPL0020-16-21,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.342946,5161
MBSMPL0020-16-21,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.012758,192
MBSMPL0020-16-21,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.005382,81
MBSMPL0020-16-21,586,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,null,0.000664,10
MBSMPL0020-16-21,712,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,null,null,0.009104,137
MBSMPL0020-16-21,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.000199,3
MBSMPL0020-16-21,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.028308,426
MBSMPL0020-16-21,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.06027,907
MBSMPL0020-16-21,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.038607,581
MBSMPL0020-16-21,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000399,6
MBSMPL0020-16-21,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.0917,1380
MBSMPL0020-16-21,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.009236,139
MBSMPL0020-16-21,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.004253,64
MBSMPL0020-16-21,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.011629,175
MBSMPL0020-16-21,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.059406,894
MBSMPL0020-16-21,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.00319,48
MBSMPL0020-16-21,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.005715,86
MBSMPL0020-16-21,53357,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,null,0.045651,687
MBSMPL0020-16-21,76892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,null,null,0.057412,864
MBSMPL0020-16-21,80864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,null,null,0.008373,126
MBSMPL0020-16-21,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.027643,416
MBSMPL0020-16-21,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.011762,177
MBSMPL0020-16-21,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.004851,73
MBSMPL0020-16-21,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.016679,251
MBSMPL0020-16-21,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.00824,124
MBSMPL0020-16-21,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.028507,429
MBSMPL0020-16-21,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.029437,443
MBSMPL0020-16-21,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.06439,969
MBSMPL0020-16-22,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.000171,21
MBSMPL0020-16-22,null,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Incertae Sedis,null,0.000033,4
MBSMPL0020-16-22,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.000309,38
MBSMPL0020-16-22,712,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,null,null,0.00035,43
MBSMPL0020-16-22,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.000155,19
MBSMPL0020-16-22,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.008039,988
MBSMPL0020-16-22,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.001725,212
MBSMPL0020-16-22,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.000456,56
MBSMPL0020-16-22,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.000244,30
MBSMPL0020-16-22,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.000317,39
MBSMPL0020-16-22,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.000122,15
MBSMPL0020-16-22,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.000033,4
MBSMPL0020-16-22,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.000212,26
MBSMPL0020-16-22,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.000203,25
MBSMPL0020-16-22,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.970365,119252
MBSMPL0020-16-22,111142,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,null,0.000024,3
MBSMPL0020-16-22,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.000708,87
MBSMPL0020-16-22,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.000309,38
MBSMPL0020-16-22,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.015664,1925
MBSMPL0020-16-22,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.000561,69
MBSMPL0020-16-23,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.009298,11
MBSMPL0020-16-23,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.161454,191
MBSMPL0020-16-23,544,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,null,0.017751,21
MBSMPL0020-16-23,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.011834,14
MBSMPL0020-16-23,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.056636,67
MBSMPL0020-16-23,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.038884,46
MBSMPL0020-16-23,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.033812,40
MBSMPL0020-16-23,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.021978,26
MBSMPL0020-16-23,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.075232,89
MBSMPL0020-16-23,13687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,null,0.086221,102
MBSMPL0020-16-23,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.109045,129
MBSMPL0020-16-23,76892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,null,null,0.029586,35
MBSMPL0020-16-23,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.062553,74
MBSMPL0020-16-23,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.021133,25
MBSMPL0020-16-23,332100,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,null,0.029586,35
MBSMPL0020-16-23,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.016906,20
MBSMPL0020-16-23,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.131868,156
MBSMPL0020-16-23,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.086221,102
MBSMPL0020-16-24,29465,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,null,0.000657,11
MBSMPL0020-16-24,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.007411,124
MBSMPL0020-16-24,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.000777,13
MBSMPL0020-16-24,89966,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,null,0.040459,677
MBSMPL0020-16-24,91347,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,null,null,null,0.000179,3
MBSMPL0020-16-24,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.033766,565
MBSMPL0020-16-24,149698,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,null,0.001195,20
MBSMPL0020-16-24,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.001315,22
MBSMPL0020-16-24,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.002151,36
MBSMPL0020-16-24,265976,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Serinicoccus,null,0.005857,98
MBSMPL0020-16-24,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.009801,164
MBSMPL0020-16-24,1847725,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,null,0.002092,35
MBSMPL0020-16-24,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.013865,232
MBSMPL0020-16-24,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.394072,6594
MBSMPL0020-16-24,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.009562,160
MBSMPL0020-16-24,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.007769,130
MBSMPL0020-16-24,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.055937,936
MBSMPL0020-16-24,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.012729,213
MBSMPL0020-16-24,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.043148,722
MBSMPL0020-16-24,613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,null,0.005319,89
MBSMPL0020-16-24,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.001912,32
MBSMPL0020-16-24,836,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,null,0.040758,682
MBSMPL0020-16-24,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.007709,129
MBSMPL0020-16-24,1243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,null,0.008546,143
MBSMPL0020-16-24,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.051993,870
MBSMPL0020-16-24,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.049662,831
MBSMPL0020-16-24,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.00753,126
MBSMPL0020-16-24,1653,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,null,null,0.001195,20
MBSMPL0020-16-24,1654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,null,0.034543,578
MBSMPL0020-16-24,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.081396,1362
MBSMPL0020-16-24,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.040877,684
MBSMPL0020-16-24,1839,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,null,0.00508,85
MBSMPL0020-16-24,1873,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,null,0.008606,144
MBSMPL0020-16-24,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.005797,97
MBSMPL0020-16-24,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.006335,106
MBSMPL0020-16-25,107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,null,0.002597,15
MBSMPL0020-16-25,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.390687,2257
MBSMPL0020-16-25,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.003116,18
MBSMPL0020-16-25,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.068028,393
MBSMPL0020-16-25,1269,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,null,0.013675,79
MBSMPL0020-16-25,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.01506,87
MBSMPL0020-16-25,1298,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,null,0.017137,99
MBSMPL0020-16-25,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.001039,6
MBSMPL0020-16-25,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.013675,79
MBSMPL0020-16-25,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.028562,165
MBSMPL0020-16-25,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.072356,418
MBSMPL0020-16-25,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.016098,93
MBSMPL0020-16-25,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.017483,101
MBSMPL0020-16-25,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.037217,215
MBSMPL0020-16-25,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.005885,34
MBSMPL0020-16-25,33682,Eukaryota,Discoba,Discicristata,Euglenozoa,null,null,null,0.015925,92
MBSMPL0020-16-25,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.036524,211
MBSMPL0020-16-25,47670,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,null,0.016271,94
MBSMPL0020-16-25,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.024407,141
MBSMPL0020-16-25,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.001039,6
MBSMPL0020-16-25,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.014714,85
MBSMPL0020-16-25,180541,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null,0.000346,2
MBSMPL0020-16-25,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.010213,59
MBSMPL0020-16-25,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.018695,108
MBSMPL0020-16-25,1903409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,null,null,0.006751,39
MBSMPL0020-16-25,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.074087,428
MBSMPL0020-16-25,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.015406,89
MBSMPL0020-16-25,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.063008,364
MBSMPL0020-16-26,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.000481,45
MBSMPL0020-16-26,543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,null,null,0.009303,871
MBSMPL0020-16-26,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.001047,98
MBSMPL0020-16-26,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.012293,1151
MBSMPL0020-16-26,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.00644,603
MBSMPL0020-16-26,838,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,null,0.002841,266
MBSMPL0020-16-26,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.12414,11623
MBSMPL0020-16-26,1239,Bacteria,Firmicutes,null,null,null,null,null,0.000021,2
MBSMPL0020-16-26,1269,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,null,0.006088,570
MBSMPL0020-16-26,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.008,749
MBSMPL0020-16-26,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.011161,1045
MBSMPL0020-16-26,1357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,null,0.001143,107
MBSMPL0020-16-26,1375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,null,0.024768,2319
MBSMPL0020-16-26,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.00079,74
MBSMPL0020-16-26,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000032,3
MBSMPL0020-16-26,1637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,null,0.000385,36
MBSMPL0020-16-26,1696,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,null,0.000021,2
MBSMPL0020-16-26,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.010179,953
MBSMPL0020-16-26,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.011695,1095
MBSMPL0020-16-26,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.000619,58
MBSMPL0020-16-26,5653,Eukaryota,Discoba,Discicristata,Euglenozoa,Kinetoplastea,null,null,0.001474,138
MBSMPL0020-16-26,13687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,null,0.000833,78
MBSMPL0020-16-26,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.009634,902
MBSMPL0020-16-26,33682,Eukaryota,Discoba,Discicristata,Euglenozoa,null,null,null,0.000235,22
MBSMPL0020-16-26,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.000673,63
MBSMPL0020-16-26,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.209499,19615
MBSMPL0020-16-26,47420,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,null,0.000886,83
MBSMPL0020-16-26,53335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,null,0.011717,1097
MBSMPL0020-16-26,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.003343,313
MBSMPL0020-16-26,76892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,null,null,0.002702,253
MBSMPL0020-16-26,83614,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,null,0.00173,162
MBSMPL0020-16-26,91347,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,null,null,null,0.000032,3
MBSMPL0020-16-26,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.002264,212
MBSMPL0020-16-26,125216,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,null,0.000929,87
MBSMPL0020-16-26,149698,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,null,0.007177,672
MBSMPL0020-16-26,186822,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,null,null,0.000021,2
